,ResultId,RaceId,Year,GP,CircuitId,DriverId,ConstructorId,Constructor Name,Driver Name,Circuit,Final position,DNF,Fastest Lap Rank,Grid position,Average pace,Q1,Q2,Q3,Qualifying position,Victories,Drivers points,Constructors points,Constructors victories,Start from Pitlane,Total gained/lost positions,Index DNF/Driver,Index DNF/Constructor,Average Lost laps,Circuit Speed,Result_Race-1,Result_Race-2,Result_Race-3,Result_Race-4,Result_Race-5
1953,23762.0,988,2017,20,24,822,131,Mercedes,Bottas,yas_marina,1.0,0.0,1,1.0,102801.12727272727,1:37.356,1:36.822,1:36.231,1.0,3,14.736842105263158,32.89473684210526,12,0,-6.0,0.1,0.05,0.0,192.0,2.0,2.0,5.0,4.0,5.0
1952,23763.0,988,2017,20,24,1,131,Mercedes,Hamilton,yas_marina,2.0,0.0,3,2.0,102872.01818181819,1:37.391,1:36.742,1:36.403,2.0,9,18.157894736842106,32.89473684210526,12,0,18.0,0.0,0.05,0.05263157894736842,192.0,4.0,9.0,1.0,1.0,2.0
1920,23764.0,988,2017,20,24,20,6,Ferrari,Vettel,yas_marina,3.0,0.0,2,3.0,103152.58181818182,1:37.817,1:37.023,1:36.777,3.0,5,15.894736842105264,26.05263157894737,5,0,-20.0,0.2,0.25,0.0,192.0,1.0,4.0,2.0,19.0,4.0
1921,23765.0,988,2017,20,24,8,6,Ferrari,Räikkönen,yas_marina,4.0,0.0,7,5.0,103626.32727272727,1:37.453,1:37.302,1:36.985,5.0,0,10.157894736842104,26.05263157894737,5,0,-41.0,0.3,0.25,0.0,192.0,3.0,3.0,3.0,5.0,20.0
1972,23766.0,988,2017,20,24,830,9,Red Bull,Verstappen,yas_marina,5.0,0.0,5,6.0,103642.38181818182,1:38.021,1:37.777,1:37.328,6.0,2,8.31578947368421,18.842105263157894,3,0,-65.0,0.7,0.65,0.05263157894736842,192.0,5.0,1.0,4.0,2.0,1.0
1945,23767.0,988,2017,20,24,807,4,Renault,Hülkenberg,yas_marina,6.0,0.0,8,7.0,104359.54545454546,1:38.781,1:38.138,1:38.282,7.0,0,1.8421052631578947,2.5789473684210527,0,0,-56.0,0.6,0.65,0.3684210526315789,192.0,10.0,19.0,20.0,17.0,16.0
2006,23768.0,988,2017,20,24,815,10,Force India,Pérez,yas_marina,7.0,0.0,11,8.0,104474.98181818181,1:38.601,1:38.359,1:38.374,8.0,0,4.947368421052632,9.31578947368421,0,0,11.0,0.1,0.1,0.42105263157894735,192.0,9.0,7.0,8.0,7.0,6.0
2007,23769.0,988,2017,20,24,839,10,Force India,Ocon,yas_marina,8.0,0.0,10,9.0,104599.5090909091,1:38.896,1:38.392,1:38.397,9.0,0,4.368421052631579,9.31578947368421,0,0,20.0,0.1,0.1,0.42105263157894735,192.0,18.0,5.0,6.0,6.0,10.0
2025,23770.0,988,2017,20,24,4,1,McLaren,Alonso,yas_marina,9.0,0.0,4,11.0,104921.37037037036,1:38.820,1:38.636,\N,11.0,0,0.7894736842105263,1.4736842105263157,0,0,-22.0,0.7368421052631579,0.7,0.2631578947368421,192.0,8.0,10.0,17.0,11.0,11.0
2014,23771.0,988,2017,20,24,13,3,Williams,Massa,yas_marina,10.0,0.0,13,10.0,104984.38888888889,1:38.629,1:38.565,1:38.550,10.0,0,2.210526315789474,4.315789473684211,0,0,1.0,0.21052631578947367,0.35,0.5263157894736842,192.0,7.0,11.0,9.0,10.0,9.0
2029,23772.0,988,2017,20,24,154,210,Haas F1 Team,Grosjean,yas_marina,11.0,0.0,9,16.0,105131.62962962964,1:39.516,\N,\N,16.0,0,1.4736842105263157,2.473684210526316,0,0,14.0,0.3,0.4,0.631578947368421,192.0,15.0,15.0,14.0,9.0,13.0
2024,23773.0,988,2017,20,24,838,1,McLaren,Vandoorne,yas_marina,12.0,0.0,20,13.0,106068.35185185185,1:38.777,1:38.808,\N,13.0,0,0.6842105263157895,1.4736842105263157,0,0,17.0,0.6,0.7,0.5789473684210527,192.0,19.0,12.0,12.0,14.0,7.0
2028,23774.0,988,2017,20,24,825,210,Haas F1 Team,Magnussen,yas_marina,13.0,0.0,19,14.0,106081.16666666667,1:39.395,1:39.298,\N,14.0,0,1.0,2.473684210526316,0,0,26.0,0.5,0.4,0.5789473684210527,192.0,20.0,8.0,16.0,8.0,12.0
2023,23775.0,988,2017,20,24,836,15,Sauber,Wehrlein,yas_marina,14.0,0.0,17,18.0,106109.0925925926,1:39.930,\N,\N,18.0,0,0.2631578947368421,0.2631578947368421,0,0,26.0,0.3333333333333333,0.5,1.0526315789473684,192.0,14.0,14.0,19.0,15.0,17.0
1993,23776.0,988,2017,20,24,843,5,Toro Rosso,Hartley,yas_marina,15.0,0.0,18,20.0,106148.5,1:40.471,\N,\N,20.0,0,0.0,2.789473684210526,0,0,6.0,1.0,0.6,0.05263157894736842,192.0,17.0,18.0,13.0,10.0,10.0
1992,23777.0,988,2017,20,24,842,5,Toro Rosso,Gasly,yas_marina,16.0,0.0,16,17.0,106184.46296296296,1:39.724,\N,\N,17.0,0,0.0,2.789473684210526,0,0,16.0,0.0,0.6,0.21052631578947367,192.0,12.0,13.0,13.0,14.0,10.0
2022,23778.0,988,2017,20,24,828,15,Sauber,Ericsson,yas_marina,17.0,0.0,15,19.0,106231.96296296296,1:39.994,\N,\N,19.0,0,0.0,0.2631578947368421,0,0,28.0,0.6,0.5,0.7368421052631579,192.0,13.0,17.0,15.0,18.0,18.0
2015,23779.0,988,2017,20,24,840,3,Williams,Stroll,yas_marina,18.0,0.0,6,15.0,106383.4074074074,1:39.503,1:39.646,\N,15.0,0,2.1052631578947367,4.315789473684211,0,0,38.0,0.4,0.35,0.631578947368421,192.0,16.0,6.0,11.0,16.0,8.0
1944,23780.0,988,2017,20,24,832,4,Renault,Sainz,yas_marina,19.0,1.0,14,12.0,105183.32258064517,1:38.810,1:38.725,\N,12.0,0,2.8421052631578947,2.5789473684210527,0,0,-5.0,0.8,0.65,0.3157894736842105,192.0,11.0,16.0,7.0,20.0,19.0
1973,23781.0,988,2017,20,24,817,9,Red Bull,Ricciardo,yas_marina,20.0,1.0,12,4.0,104707.3,1:38.016,1:37.583,1:36.959,4.0,1,10.526315789473685,18.842105263157894,3,0,17.0,0.6,0.65,0.0,192.0,6.0,20.0,18.0,3.0,3.0
2,23782.0,989,2018,1,1,20,6,Ferrari,Vettel,albert_park,1.0,0.0,4,3.0,92642.81034482758,1:23.348,1:21.944,1:21.838,3.0,1,0.0,0.0,1,0,0.0,0.23809523809523808,0.5952380952380952,0.0,211.0,3.0,1.0,4.0,2.0,19.0
22,23783.0,989,2018,1,1,1,131,Mercedes,Hamilton,albert_park,2.0,0.0,3,1.0,92729.63793103448,1:22.824,1:22.051,1:21.164,1.0,0,0.0,0.0,0,0,0.0,0.23809523809523808,0.3571428571428571,0.0,211.0,2.0,4.0,9.0,1.0,1.0
3,23784.0,989,2018,1,1,8,6,Ferrari,Räikkönen,albert_park,3.0,0.0,2,2.0,92751.58620689655,1:23.096,1:22.507,1:21.828,2.0,0,0.0,0.0,1,0,0.0,0.9523809523809523,0.5952380952380952,0.0,211.0,4.0,3.0,3.0,3.0,5.0
35,23785.0,989,2018,1,1,817,9,Red Bull,Ricciardo,albert_park,4.0,0.0,1,8.0,92764.68965517242,1:23.494,1:22.897,1:22.152,5.0,0,0.0,0.0,0,0,0.0,1.9047619047619047,1.4285714285714284,0.0,211.0,20.0,6.0,20.0,18.0,3.0
71,23786.0,989,2018,1,1,4,1,McLaren,Alonso,albert_park,5.0,0.0,7,10.0,93123.60344827586,1:23.597,1:23.692,,11.0,0,0.0,0.0,0,0,0.0,1.4285714285714284,0.9523809523809523,0.0,211.0,9.0,8.0,10.0,17.0,11.0
34,23787.0,989,2018,1,1,830,9,Red Bull,Verstappen,albert_park,6.0,0.0,5,4.0,93141.86206896552,1:23.483,1:22.416,1:21.879,4.0,0,0.0,0.0,0,0,0.0,0.9523809523809523,1.4285714285714284,0.0,211.0,5.0,5.0,1.0,4.0,2.0
17,23788.0,989,2018,1,1,807,4,Renault,Hülkenberg,albert_park,7.0,0.0,9,7.0,93206.10344827586,1:23.782,1:23.544,1:23.532,8.0,0,0.0,0.0,0,0,0.0,1.6666666666666665,1.0714285714285714,0.0,211.0,6.0,10.0,19.0,20.0,17.0
23,23789.0,989,2018,1,1,822,131,Mercedes,Bottas,albert_park,8.0,0.0,8,15.0,93234.86206896552,1:23.686,1:22.089,,10.0,0,0.0,0.0,0,0,0.0,0.47619047619047616,0.3571428571428571,0.0,211.0,1.0,2.0,2.0,5.0,4.0
70,23790.0,989,2018,1,1,838,1,McLaren,Vandoorne,albert_park,9.0,0.0,6,11.0,93244.89655172414,1:24.073,1:23.853,,12.0,0,0.0,0.0,0,0,0.0,0.47619047619047616,0.9523809523809523,0.0,211.0,12.0,19.0,12.0,12.0,14.0
16,23791.0,989,2018,1,1,832,4,Renault,Sainz,albert_park,10.0,0.0,12,9.0,93431.12068965517,1:23.529,1:23.061,1:23.577,9.0,0,0.0,0.0,0,0,0.0,0.47619047619047616,1.0714285714285714,0.0,211.0,19.0,11.0,16.0,7.0,20.0
54,23792.0,989,2018,1,1,815,10,Force India,Pérez,albert_park,11.0,0.0,11,12.0,93450.0,1:24.344,1:24.005,,13.0,0,0.0,0.0,0,0,0.0,0.47619047619047616,0.8333333333333333,0.0,211.0,7.0,9.0,7.0,8.0,7.0
55,23793.0,989,2018,1,1,839,10,Force India,Ocon,albert_park,12.0,0.0,10,14.0,93682.08620689655,1:24.503,1:24.786,,15.0,0,0.0,0.0,0,0,0.0,1.1904761904761905,0.8333333333333333,0.0,211.0,8.0,18.0,5.0,6.0,6.0
12,23794.0,989,2018,1,1,844,15,Sauber,Leclerc,albert_park,13.0,0.0,15,18.0,93949.0,1:24.636,,,18.0,0,0.0,0.0,0,0,0.0,1.4285714285714284,1.1904761904761905,0.0,211.0,10.0,10.0,10.0,10.0,10.0
60,23795.0,989,2018,1,1,840,3,Williams,Stroll,albert_park,14.0,0.0,14,13.0,93992.60344827586,1:24.464,1:24.230,,14.0,0,0.0,0.0,0,0,0.0,0.47619047619047616,0.5952380952380952,0.0,211.0,18.0,16.0,6.0,11.0,16.0
45,23796.0,989,2018,1,1,843,5,Toro Rosso,Hartley,albert_park,15.0,0.0,13,16.0,94662.43859649122,1:24.532,,,16.0,0,0.0,0.0,0,0,0.0,1.4285714285714284,1.3095238095238095,0.0,211.0,15.0,17.0,18.0,13.0,10.0
75,23797.0,989,2018,1,1,154,210,Haas F1 Team,Grosjean,albert_park,16.0,1.0,16,6.0,91369.91666666667,1:23.671,1:23.468,1:23.339,7.0,0,0.0,0.0,0,0,0.0,1.1904761904761905,0.8333333333333333,0.0,211.0,11.0,15.0,15.0,14.0,9.0
74,23798.0,989,2018,1,1,825,210,Haas F1 Team,Magnussen,albert_park,17.0,1.0,17,5.0,91430.31818181818,1:23.909,1:23.300,1:23.187,6.0,0,0.0,0.0,0,0,0.0,0.47619047619047616,0.8333333333333333,0.0,211.0,13.0,20.0,8.0,16.0,8.0
44,23799.0,989,2018,1,1,842,5,Toro Rosso,Gasly,albert_park,18.0,1.0,18,20.0,93188.53846153847,1:25.295,,,20.0,0,0.0,0.0,0,0,0.0,1.1904761904761905,1.3095238095238095,0.0,211.0,16.0,12.0,13.0,13.0,14.0
13,23800.0,989,2018,1,1,828,15,Sauber,Ericsson,albert_park,19.0,1.0,19,17.0,95019.2,1:24.556,,,17.0,0,0.0,0.0,0,0,0.0,0.9523809523809523,1.1904761904761905,0.0,211.0,17.0,13.0,17.0,15.0,18.0
61,23801.0,989,2018,1,1,845,3,Williams,Sirotkin,albert_park,20.0,1.0,20,19.0,96536.75,1:24.922,,,19.0,0,0.0,0.0,0,0,0.0,0.7142857142857142,0.5952380952380952,0.0,211.0,10.0,10.0,10.0,10.0,10.0
142,23802.0,990,2018,2,3,20,6,Ferrari,Vettel,bahrain,1.0,0.0,7,1.0,96876.14035087719,1:29.060,1:28.341,1:27.958,1.0,2,25.0,40.0,2,0,2.0,0.14285714285714285,0.3571428571428571,0.0,201.0,1.0,3.0,1.0,4.0,2.0
179,23803.0,990,2018,2,3,822,131,Mercedes,Bottas,bahrain,2.0,0.0,1,3.0,96888.40350877192,1:29.275,1:28.794,1:28.124,3.0,0,4.0,22.0,0,0,7.0,0.2857142857142857,0.21428571428571427,0.0,201.0,8.0,1.0,2.0,2.0,5.0
178,23804.0,990,2018,2,3,1,131,Mercedes,Hamilton,bahrain,3.0,0.0,2,9.0,96990.38596491228,1:29.396,1:28.458,1:28.220,4.0,0,18.0,22.0,0,0,-1.0,0.14285714285714285,0.21428571428571427,0.0,201.0,2.0,2.0,4.0,9.0,1.0
222,23805.0,990,2018,2,3,842,5,Toro Rosso,Gasly,bahrain,4.0,0.0,11,5.0,97967.9649122807,1:30.121,1:29.836,1:29.329,6.0,0,0.0,0.0,0,0,2.0,0.7142857142857142,0.7857142857142858,0.0,201.0,18.0,16.0,12.0,13.0,13.0
268,23806.0,990,2018,2,3,825,210,Haas F1 Team,Magnussen,bahrain,5.0,0.0,5,6.0,98192.73684210527,1:29.594,1:29.623,1:29.358,7.0,0,0.0,0.0,0,0,-12.0,0.2857142857142857,0.5,0.0,201.0,17.0,13.0,20.0,8.0,16.0
169,23807.0,990,2018,2,3,807,4,Renault,Hülkenberg,bahrain,6.0,0.0,9,7.0,98613.40350877192,1:30.260,1:29.187,1:29.570,8.0,0,6.0,7.0,0,0,0.0,1.0,0.6428571428571428,0.0,201.0,7.0,6.0,10.0,19.0,20.0
265,23808.0,990,2018,2,3,4,1,McLaren,Alonso,bahrain,7.0,0.0,4,13.0,98634.82142857143,1:30.530,1:30.212,\N,13.0,0,10.0,12.0,0,0,5.0,0.8571428571428571,0.5714285714285714,0.0,201.0,5.0,9.0,8.0,10.0,17.0
264,23809.0,990,2018,2,3,838,1,McLaren,Vandoorne,bahrain,8.0,0.0,16,14.0,98805.875,1:30.479,1:30.525,\N,14.0,0,2.0,12.0,0,0,2.0,0.2857142857142857,0.5714285714285714,0.0,201.0,9.0,12.0,19.0,12.0,12.0
165,23810.0,990,2018,2,3,828,15,Sauber,Ericsson,bahrain,9.0,0.0,15,17.0,98884.92857142857,1:31.063,\N,\N,17.0,0,0.0,0.0,0,0,-2.0,0.5714285714285714,0.7142857142857142,0.0,201.0,19.0,17.0,13.0,17.0,15.0
239,23811.0,990,2018,2,3,839,10,Force India,Ocon,bahrain,10.0,0.0,12,8.0,98994.375,1:30.338,1:30.009,1:29.874,9.0,0,0.0,0.0,0,0,2.0,0.7142857142857142,0.5,0.0,201.0,12.0,8.0,18.0,5.0,6.0
168,23812.0,990,2018,2,3,832,4,Renault,Sainz,bahrain,11.0,0.0,18,10.0,99112.58928571429,1:29.893,1:29.802,1:29.986,10.0,0,1.0,7.0,0,0,-1.0,0.2857142857142857,0.6428571428571428,0.0,201.0,10.0,19.0,11.0,16.0,7.0
164,23813.0,990,2018,2,3,844,15,Sauber,Leclerc,bahrain,12.0,0.0,14,19.0,99206.69642857143,1:31.420,\N,\N,19.0,0,0.0,0.0,0,0,5.0,0.8571428571428571,0.7142857142857142,0.0,201.0,13.0,10.0,10.0,10.0,10.0
269,23814.0,990,2018,2,3,154,210,Haas F1 Team,Grosjean,bahrain,13.0,0.0,10,16.0,99268.67857142857,1:30.530,\N,\N,16.0,0,0.0,0.0,0,0,-10.0,0.7142857142857142,0.5,0.0,201.0,16.0,11.0,15.0,15.0,14.0
248,23815.0,990,2018,2,3,840,3,Williams,Stroll,bahrain,14.0,0.0,13,20.0,99623.91071428571,1:31.503,\N,\N,20.0,0,0.0,0.0,0,0,-1.0,0.2857142857142857,0.3571428571428571,0.0,201.0,14.0,18.0,16.0,6.0,11.0
249,23816.0,990,2018,2,3,845,3,Williams,Sirotkin,bahrain,15.0,0.0,3,18.0,99637.05357142857,1:31.414,\N,\N,18.0,0,0.0,0.0,0,0,-1.0,0.42857142857142855,0.3571428571428571,0.0,201.0,20.0,10.0,10.0,10.0,10.0
238,23817.0,990,2018,2,3,815,10,Force India,Pérez,bahrain,16.0,0.0,17,12.0,99133.39285714286,1:30.218,1:30.156,\N,12.0,0,0.0,0.0,0,0,1.0,0.2857142857142857,0.5,0.0,201.0,11.0,7.0,9.0,7.0,8.0
223,23818.0,990,2018,2,3,843,5,Toro Rosso,Hartley,bahrain,17.0,0.0,8,11.0,99133.875,1:30.412,1:30.105,\N,11.0,0,0.0,0.0,0,0,1.0,0.8571428571428571,0.7857142857142858,1.0,201.0,15.0,15.0,17.0,18.0,13.0
143,23819.0,990,2018,2,3,8,6,Ferrari,Räikkönen,bahrain,18.0,1.0,6,2.0,98106.54285714286,1:28.951,1:28.515,1:28.101,2.0,0,15.0,40.0,2,0,-1.0,0.5714285714285714,0.3571428571428571,0.0,201.0,3.0,4.0,3.0,3.0,3.0
200,23820.0,990,2018,2,3,830,9,Red Bull,Verstappen,bahrain,19.0,1.0,0,15.0,136290.66666666666,1:29.374,\N,\N,15.0,0,8.0,20.0,0,0,-2.0,0.5714285714285714,0.8571428571428571,0.0,201.0,6.0,5.0,5.0,1.0,4.0
201,23821.0,990,2018,2,3,817,9,Red Bull,Ricciardo,bahrain,20.0,1.0,0,4.0,98684.0,1:29.552,1:28.962,1:28.398,5.0,0,12.0,20.0,0,0,4.0,1.1428571428571428,0.8571428571428571,0.0,201.0,4.0,20.0,6.0,20.0,18.0
107,23822.0,991,2018,3,17,817,9,Red Bull,Ricciardo,shanghai,1.0,0.0,1,6.0,102435.35714285714,1:33.877,1:32.688,1:31.948,6.0,1,6.0,10.0,1,0,-12.0,0.0,0.0,0.0,194.0,20.0,4.0,20.0,6.0,20.0
99,23823.0,991,2018,3,17,822,131,Mercedes,Bottas,shanghai,2.0,0.0,6,3.0,102594.17857142857,1:32.921,1:32.063,1:31.625,3.0,0,11.0,27.5,0,0,8.0,0.0,0.0,0.0,194.0,2.0,8.0,1.0,2.0,2.0
83,23824.0,991,2018,3,17,8,6,Ferrari,Räikkönen,shanghai,3.0,0.0,3,2.0,102607.44642857143,1:32.474,1:32.286,1:31.182,2.0,0,7.5,32.5,2,0,-17.0,0.0,0.0,0.0,194.0,18.0,3.0,4.0,3.0,3.0
98,23825.0,991,2018,3,17,1,131,Mercedes,Hamilton,shanghai,4.0,0.0,4,4.0,102738.66071428571,1:33.283,1:31.914,1:31.675,4.0,0,16.5,27.5,0,0,5.0,0.0,0.0,0.0,194.0,3.0,2.0,2.0,4.0,9.0
106,23826.0,991,2018,3,17,830,9,Red Bull,Verstappen,shanghai,5.0,0.0,2,5.0,102621.71428571429,1:32.932,1:32.809,1:31.796,5.0,0,4.0,10.0,1,0,-6.0,0.0,0.0,0.0,194.0,19.0,6.0,5.0,5.0,1.0
93,23827.0,991,2018,3,17,807,4,Renault,Hülkenberg,shanghai,6.0,0.0,5,7.0,102811.28571428571,1:33.545,1:32.494,1:32.532,7.0,0,7.0,7.5,0,0,1.0,0.0,0.0,0.0,194.0,6.0,7.0,6.0,10.0,19.0
133,23828.0,991,2018,3,17,4,1,McLaren,Alonso,shanghai,7.0,0.0,7,13.0,102982.48214285714,1:33.428,1:33.232,\N,13.0,0,8.0,11.0,0,0,11.0,0.0,0.0,0.5,194.0,7.0,5.0,9.0,8.0,10.0
82,23829.0,991,2018,3,17,20,6,Ferrari,Vettel,shanghai,8.0,0.0,9,1.0,103065.46428571429,1:32.171,1:32.385,1:31.095,1.0,2,25.0,32.5,2,0,2.0,0.0,0.0,0.0,194.0,1.0,1.0,3.0,1.0,4.0
92,23830.0,991,2018,3,17,832,4,Renault,Sainz,shanghai,9.0,0.0,11,9.0,103073.98214285714,1:33.315,1:32.970,1:32.819,9.0,0,0.5,7.5,0,0,-2.0,0.0,0.0,0.5,194.0,11.0,10.0,19.0,11.0,16.0
136,23831.0,991,2018,3,17,825,210,Haas F1 Team,Magnussen,shanghai,10.0,0.0,14,11.0,103142.39285714286,1:33.359,1:32.986,\N,11.0,0,5.0,5.0,0,0,-11.0,0.0,0.0,0.0,194.0,5.0,17.0,13.0,20.0,8.0
119,23832.0,991,2018,3,17,839,10,Force India,Ocon,shanghai,11.0,0.0,12,12.0,103221.96428571429,1:33.585,1:33.057,\N,12.0,0,0.5,0.5,0,0,0.0,0.0,0.0,0.5,194.0,10.0,12.0,8.0,18.0,5.0
118,23833.0,991,2018,3,17,815,10,Force India,Pérez,shanghai,12.0,0.0,10,8.0,103234.01785714286,1:33.464,1:32.931,1:32.758,8.0,0,0.0,0.5,0,0,-3.0,0.0,0.0,0.5,194.0,16.0,11.0,7.0,9.0,7.0
132,23834.0,991,2018,3,17,838,1,McLaren,Vandoorne,shanghai,13.0,0.0,13,14.0,103317.01785714286,1:33.824,1:33.505,\N,14.0,0,3.0,11.0,0,0,8.0,0.0,0.0,0.5,194.0,8.0,9.0,12.0,19.0,12.0
124,23835.0,991,2018,3,17,840,3,Williams,Stroll,shanghai,14.0,0.0,17,18.0,103426.25,1:34.285,\N,\N,18.0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.5,194.0,14.0,14.0,18.0,16.0,6.0
125,23836.0,991,2018,3,17,845,3,Williams,Sirotkin,shanghai,15.0,0.0,18,16.0,103475.375,1:34.062,\N,\N,16.0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.5,194.0,15.0,20.0,10.0,10.0,10.0
89,23837.0,991,2018,3,17,828,15,Sauber,Ericsson,shanghai,16.0,0.0,16,20.0,103553.28571428571,1:34.914,\N,\N,20.0,0,1.0,1.0,0,0,6.0,0.0,0.0,0.5,194.0,9.0,19.0,17.0,13.0,17.0
137,23838.0,991,2018,3,17,154,210,Haas F1 Team,Grosjean,shanghai,17.0,0.0,8,10.0,103601.35714285714,1:33.238,1:32.524,1:32.855,10.0,0,0.0,5.0,0,0,-7.0,0.0,0.0,0.5,194.0,13.0,16.0,11.0,15.0,15.0
112,23839.0,991,2018,3,17,842,5,Toro Rosso,Gasly,shanghai,18.0,0.0,15,17.0,103441.25,1:34.101,\N,\N,17.0,0,6.0,6.0,0,0,3.0,0.0,0.0,0.0,194.0,4.0,18.0,16.0,12.0,13.0
88,23840.0,991,2018,3,17,844,15,Sauber,Leclerc,shanghai,19.0,0.0,19,19.0,103909.91071428571,1:34.454,\N,\N,19.0,0,0.0,1.0,0,0,12.0,0.0,0.0,0.5,194.0,12.0,13.0,10.0,10.0,10.0
113,23841.0,991,2018,3,17,843,5,Toro Rosso,Hartley,shanghai,20.0,0.0,20,15.0,104416.82352941176,1:34.013,1:33.795,\N,15.0,0,0.0,6.0,0,0,-5.0,0.0,0.0,1.0,194.0,17.0,15.0,15.0,17.0,18.0
708,23842.0,992,2018,4,73,1,131,Mercedes,Hamilton,baku,1.0,0.0,2,2.0,122044.92156862745,1:42.693,1:42.676,1:41.677,2.0,1,15.0,28.333333333333332,1,0,5.0,0.3333333333333333,0.5,0.0,202.0,4.0,3.0,2.0,2.0,4.0
683,23843.0,992,2018,4,73,8,6,Ferrari,Räikkönen,baku,2.0,0.0,7,6.0,122093.1568627451,1:42.538,1:42.510,1:42.490,6.0,0,10.0,28.0,2,0,-18.0,1.3333333333333333,0.8333333333333333,0.0,202.0,3.0,18.0,3.0,4.0,3.0
750,23844.0,992,2018,4,73,815,10,Force India,Pérez,baku,3.0,0.0,6,8.0,122123.82352941176,1:43.992,1:43.366,1:42.547,8.0,0,0.0,0.3333333333333333,0,0,-7.0,0.6666666666666666,1.1666666666666665,0.3333333333333333,202.0,12.0,16.0,11.0,7.0,9.0
682,23845.0,992,2018,4,73,20,6,Ferrari,Vettel,baku,4.0,0.0,4,1.0,122149.41176470589,1:42.762,1:43.015,1:41.498,1.0,2,18.0,28.0,2,0,-5.0,0.3333333333333333,0.8333333333333333,0.0,202.0,8.0,1.0,1.0,3.0,1.0
702,23846.0,992,2018,4,73,832,4,Renault,Sainz,baku,5.0,0.0,9,9.0,122192.27450980392,1:43.426,1:43.464,1:43.351,10.0,0,1.0,8.333333333333334,0,0,-2.0,0.6666666666666666,1.5,0.3333333333333333,202.0,9.0,11.0,10.0,19.0,11.0
698,23847.0,992,2018,4,73,844,15,Sauber,Leclerc,baku,6.0,0.0,11,13.0,122224.49019607843,1:43.752,1:44.074,,14.0,0,0.0,0.6666666666666666,0,0,12.0,2.0,1.6666666666666665,0.3333333333333333,202.0,19.0,12.0,13.0,10.0,10.0
769,23848.0,992,2018,4,73,4,1,McLaren,Alonso,baku,7.0,0.0,12,12.0,122259.25490196078,1:44.010,1:44.019,,13.0,0,7.333333333333333,9.333333333333334,0,0,17.0,2.0,1.3333333333333333,0.3333333333333333,202.0,7.0,7.0,5.0,9.0,8.0
756,23849.0,992,2018,4,73,840,3,Williams,Stroll,baku,8.0,0.0,8,10.0,122290.92156862745,1:44.359,1:43.585,,11.0,0,0.0,0.0,0,0,9.0,0.6666666666666666,0.8333333333333333,0.3333333333333333,202.0,14.0,14.0,14.0,18.0,16.0
768,23850.0,992,2018,4,73,838,1,McLaren,Vandoorne,baku,9.0,0.0,13,16.0,122322.41176470589,1:44.489,,,16.0,0,2.0,9.333333333333334,0,0,9.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,202.0,13.0,8.0,9.0,12.0,19.0
739,23851.0,992,2018,4,73,843,5,Toro Rosso,Hartley,baku,10.0,0.0,17,19.0,122398.45098039215,1:57.354,\N,\N,19.0,0,0.0,4.0,0,0,-10.0,2.0,1.8333333333333335,0.6666666666666666,202.0,20.0,17.0,15.0,15.0,17.0
699,23852.0,992,2018,4,73,828,15,Sauber,Ericsson,baku,11.0,0.0,14,18.0,122407.90196078431,1:45.541,,,18.0,0,0.6666666666666666,0.6666666666666666,0,0,10.0,1.3333333333333333,1.6666666666666665,0.3333333333333333,202.0,16.0,9.0,19.0,17.0,13.0
738,23853.0,992,2018,4,73,842,5,Toro Rosso,Gasly,baku,12.0,0.0,15,17.0,122529.62745098039,1:44.496,,,17.0,0,4.0,4.0,0,0,2.0,1.6666666666666665,1.8333333333333335,0.0,202.0,18.0,4.0,18.0,16.0,12.0
772,23854.0,992,2018,4,73,825,210,Haas F1 Team,Magnussen,baku,13.0,0.0,16,15.0,122646.1568627451,1:43.674,1:44.759,,15.0,0,3.6666666666666665,3.6666666666666665,0,0,-10.0,0.6666666666666666,1.1666666666666665,0.0,202.0,10.0,5.0,17.0,13.0,20.0
709,23855.0,992,2018,4,73,822,131,Mercedes,Bottas,baku,14.0,1.0,1,3.0,122967.58333333333,1:43.355,1:42.679,1:41.837,3.0,0,13.333333333333334,28.333333333333332,1,0,9.0,0.6666666666666666,0.5,0.0,202.0,2.0,2.0,8.0,1.0,2.0
773,23856.0,992,2018,4,73,154,210,Haas F1 Team,Grosjean,baku,15.0,1.0,10,20.0,118206.21428571429,\N,\N,\N,20.0,0,0.0,3.6666666666666665,0,0,-14.0,1.6666666666666665,1.1666666666666665,0.3333333333333333,202.0,17.0,13.0,16.0,11.0,15.0
724,23857.0,992,2018,4,73,830,9,Red Bull,Verstappen,baku,16.0,1.0,5,5.0,115820.41025641025,1:42.642,1:42.901,1:41.994,5.0,0,6.0,18.333333333333332,1,0,-6.0,1.3333333333333333,2.0,0.0,202.0,5.0,19.0,6.0,5.0,5.0
725,23858.0,992,2018,4,73,817,9,Red Bull,Ricciardo,baku,17.0,1.0,3,4.0,115826.41025641025,1:42.857,1:43.482,1:41.911,4.0,1,12.333333333333334,18.333333333333332,1,0,-7.0,2.6666666666666665,2.0,0.0,202.0,1.0,20.0,4.0,20.0,6.0
